1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
741000;Straftaten nach dem ChemikalienG;Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741000;Straftaten nach dem ChemikalienG;Berlin;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;100
741000;Straftaten nach dem ChemikalienG;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741000;Straftaten nach dem ChemikalienG;Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741000;Straftaten nach dem ChemikalienG;Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741000;Straftaten nach dem ChemikalienG;Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741000;Straftaten nach dem ChemikalienG;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741000;Straftaten nach dem ChemikalienG;Niedersachsen;15;0;0;0;11;4;0;0;0;0;0;15;100;16;14;2;1;6.3
741000;Straftaten nach dem ChemikalienG;Nordrhein-Westfalen;1;0;0;0;0;0;1;0;0;0;0;1;100;1;1;0;0;0
741000;Straftaten nach dem ChemikalienG;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741000;Straftaten nach dem ChemikalienG;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741000;Straftaten nach dem ChemikalienG;Sachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741000;Straftaten nach dem ChemikalienG;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741000;Straftaten nach dem ChemikalienG;Schleswig-Holstein;1;0;0;0;0;1;0;0;0;0;0;1;100;1;1;0;1;100
741000;Straftaten nach dem ChemikalienG;Thüringen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741000;Straftaten nach dem ChemikalienG;Bundesrepublik Deutschland;17;0;0;0;11;5;1;0;0;0;0;17;100;19;17;2;3;15.8
741001;Straftaten nach § 27 ChemikalienG i.V.m. der Gefahrstoffverordnung;Baden-Württemberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741001;Straftaten nach § 27 ChemikalienG i.V.m. der Gefahrstoffverordnung;Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741001;Straftaten nach § 27 ChemikalienG i.V.m. der Gefahrstoffverordnung;Berlin;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;100
741001;Straftaten nach § 27 ChemikalienG i.V.m. der Gefahrstoffverordnung;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741001;Straftaten nach § 27 ChemikalienG i.V.m. der Gefahrstoffverordnung;Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741001;Straftaten nach § 27 ChemikalienG i.V.m. der Gefahrstoffverordnung;Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741001;Straftaten nach § 27 ChemikalienG i.V.m. der Gefahrstoffverordnung;Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741001;Straftaten nach § 27 ChemikalienG i.V.m. der Gefahrstoffverordnung;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741001;Straftaten nach § 27 ChemikalienG i.V.m. der Gefahrstoffverordnung;Niedersachsen;14;0;0;0;10;4;0;0;0;0;0;14;100;10;9;1;1;10
741001;Straftaten nach § 27 ChemikalienG i.V.m. der Gefahrstoffverordnung;Nordrhein-Westfalen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741001;Straftaten nach § 27 ChemikalienG i.V.m. der Gefahrstoffverordnung;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741001;Straftaten nach § 27 ChemikalienG i.V.m. der Gefahrstoffverordnung;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741001;Straftaten nach § 27 ChemikalienG i.V.m. der Gefahrstoffverordnung;Sachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741001;Straftaten nach § 27 ChemikalienG i.V.m. der Gefahrstoffverordnung;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741001;Straftaten nach § 27 ChemikalienG i.V.m. der Gefahrstoffverordnung;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741001;Straftaten nach § 27 ChemikalienG i.V.m. der Gefahrstoffverordnung;Thüringen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741001;Straftaten nach § 27 ChemikalienG i.V.m. der Gefahrstoffverordnung;Bundesrepublik Deutschland;14;0;0;0;10;4;0;0;0;0;0;14;100;11;10;1;2;18.2
741079;Sonstige Straftaten nach dem ChemikalienG;Baden-Württemberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741079;Sonstige Straftaten nach dem ChemikalienG;Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741079;Sonstige Straftaten nach dem ChemikalienG;Berlin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741079;Sonstige Straftaten nach dem ChemikalienG;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741079;Sonstige Straftaten nach dem ChemikalienG;Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741079;Sonstige Straftaten nach dem ChemikalienG;Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741079;Sonstige Straftaten nach dem ChemikalienG;Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741079;Sonstige Straftaten nach dem ChemikalienG;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741079;Sonstige Straftaten nach dem ChemikalienG;Niedersachsen;1;0;0;0;1;0;0;0;0;0;0;1;100;6;5;1;0;0
741079;Sonstige Straftaten nach dem ChemikalienG;Nordrhein-Westfalen;1;0;0;0;0;0;1;0;0;0;0;1;100;1;1;0;0;0
741079;Sonstige Straftaten nach dem ChemikalienG;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741079;Sonstige Straftaten nach dem ChemikalienG;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741079;Sonstige Straftaten nach dem ChemikalienG;Sachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741079;Sonstige Straftaten nach dem ChemikalienG;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741079;Sonstige Straftaten nach dem ChemikalienG;Schleswig-Holstein;1;0;0;0;0;1;0;0;0;0;0;1;100;1;1;0;1;100
741079;Sonstige Straftaten nach dem ChemikalienG;Thüringen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
741079;Sonstige Straftaten nach dem ChemikalienG;Bundesrepublik Deutschland;3;0;0;0;1;1;1;0;0;0;0;3;100;8;7;1;1;12.5
742000;Straftaten nach dem Infektionsschutz- und Tiergesundheitsgesetz;Baden-Württemberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742000;Straftaten nach dem Infektionsschutz- und Tiergesundheitsgesetz;Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742000;Straftaten nach dem Infektionsschutz- und Tiergesundheitsgesetz;Berlin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742000;Straftaten nach dem Infektionsschutz- und Tiergesundheitsgesetz;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742000;Straftaten nach dem Infektionsschutz- und Tiergesundheitsgesetz;Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742000;Straftaten nach dem Infektionsschutz- und Tiergesundheitsgesetz;Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742000;Straftaten nach dem Infektionsschutz- und Tiergesundheitsgesetz;Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742000;Straftaten nach dem Infektionsschutz- und Tiergesundheitsgesetz;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742000;Straftaten nach dem Infektionsschutz- und Tiergesundheitsgesetz;Niedersachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742000;Straftaten nach dem Infektionsschutz- und Tiergesundheitsgesetz;Nordrhein-Westfalen;11;0;0;0;0;1;10;0;0;0;0;10;90.9;11;7;4;1;9.1
742000;Straftaten nach dem Infektionsschutz- und Tiergesundheitsgesetz;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742000;Straftaten nach dem Infektionsschutz- und Tiergesundheitsgesetz;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742000;Straftaten nach dem Infektionsschutz- und Tiergesundheitsgesetz;Sachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742000;Straftaten nach dem Infektionsschutz- und Tiergesundheitsgesetz;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742000;Straftaten nach dem Infektionsschutz- und Tiergesundheitsgesetz;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742000;Straftaten nach dem Infektionsschutz- und Tiergesundheitsgesetz;Thüringen;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
742000;Straftaten nach dem Infektionsschutz- und Tiergesundheitsgesetz;Bundesrepublik Deutschland;12;0;0;0;1;1;10;0;0;0;0;10;83.3;11;7;4;1;9.1
742010;Infektionsschutzgesetz;Baden-Württemberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742010;Infektionsschutzgesetz;Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742010;Infektionsschutzgesetz;Berlin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742010;Infektionsschutzgesetz;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742010;Infektionsschutzgesetz;Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742010;Infektionsschutzgesetz;Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742010;Infektionsschutzgesetz;Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742010;Infektionsschutzgesetz;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742010;Infektionsschutzgesetz;Niedersachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742010;Infektionsschutzgesetz;Nordrhein-Westfalen;11;0;0;0;0;1;10;0;0;0;0;10;90.9;11;7;4;1;9.1
742010;Infektionsschutzgesetz;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742010;Infektionsschutzgesetz;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742010;Infektionsschutzgesetz;Sachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742010;Infektionsschutzgesetz;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742010;Infektionsschutzgesetz;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742010;Infektionsschutzgesetz;Thüringen;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
742010;Infektionsschutzgesetz;Bundesrepublik Deutschland;12;0;0;0;1;1;10;0;0;0;0;10;83.3;11;7;4;1;9.1
742020;Tiergesundheitsgesetz (TierGesG);Baden-Württemberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742020;Tiergesundheitsgesetz (TierGesG);Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742020;Tiergesundheitsgesetz (TierGesG);Berlin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742020;Tiergesundheitsgesetz (TierGesG);Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742020;Tiergesundheitsgesetz (TierGesG);Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742020;Tiergesundheitsgesetz (TierGesG);Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742020;Tiergesundheitsgesetz (TierGesG);Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742020;Tiergesundheitsgesetz (TierGesG);Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742020;Tiergesundheitsgesetz (TierGesG);Niedersachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742020;Tiergesundheitsgesetz (TierGesG);Nordrhein-Westfalen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742020;Tiergesundheitsgesetz (TierGesG);Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742020;Tiergesundheitsgesetz (TierGesG);Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742020;Tiergesundheitsgesetz (TierGesG);Sachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742020;Tiergesundheitsgesetz (TierGesG);Sachsen-Anhalt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742020;Tiergesundheitsgesetz (TierGesG);Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742020;Tiergesundheitsgesetz (TierGesG);Thüringen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
742020;Tiergesundheitsgesetz (TierGesG);Bundesrepublik Deutschland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743000;Straftaten nach dem Bundesnaturschutz-, Tierschutz-, Bundesjagd- und PflanzenschutzG;Baden-Württemberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743000;Straftaten nach dem Bundesnaturschutz-, Tierschutz-, Bundesjagd- und PflanzenschutzG;Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743000;Straftaten nach dem Bundesnaturschutz-, Tierschutz-, Bundesjagd- und PflanzenschutzG;Berlin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743000;Straftaten nach dem Bundesnaturschutz-, Tierschutz-, Bundesjagd- und PflanzenschutzG;Brandenburg;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
743000;Straftaten nach dem Bundesnaturschutz-, Tierschutz-, Bundesjagd- und PflanzenschutzG;Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743000;Straftaten nach dem Bundesnaturschutz-, Tierschutz-, Bundesjagd- und PflanzenschutzG;Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743000;Straftaten nach dem Bundesnaturschutz-, Tierschutz-, Bundesjagd- und PflanzenschutzG;Hessen;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
743000;Straftaten nach dem Bundesnaturschutz-, Tierschutz-, Bundesjagd- und PflanzenschutzG;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743000;Straftaten nach dem Bundesnaturschutz-, Tierschutz-, Bundesjagd- und PflanzenschutzG;Niedersachsen;11;0;0;0;6;5;0;0;0;0;0;9;81.8;11;9;2;1;9.1
743000;Straftaten nach dem Bundesnaturschutz-, Tierschutz-, Bundesjagd- und PflanzenschutzG;Nordrhein-Westfalen;5;0;0;0;5;0;0;0;0;0;0;5;100;2;2;0;0;0
743000;Straftaten nach dem Bundesnaturschutz-, Tierschutz-, Bundesjagd- und PflanzenschutzG;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743000;Straftaten nach dem Bundesnaturschutz-, Tierschutz-, Bundesjagd- und PflanzenschutzG;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743000;Straftaten nach dem Bundesnaturschutz-, Tierschutz-, Bundesjagd- und PflanzenschutzG;Sachsen;1;0;0;0;0;1;0;0;0;0;0;1;100;2;1;1;0;0
743000;Straftaten nach dem Bundesnaturschutz-, Tierschutz-, Bundesjagd- und PflanzenschutzG;Sachsen-Anhalt;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
743000;Straftaten nach dem Bundesnaturschutz-, Tierschutz-, Bundesjagd- und PflanzenschutzG;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743000;Straftaten nach dem Bundesnaturschutz-, Tierschutz-, Bundesjagd- und PflanzenschutzG;Thüringen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743000;Straftaten nach dem Bundesnaturschutz-, Tierschutz-, Bundesjagd- und PflanzenschutzG;Bundesrepublik Deutschland;20;0;0;0;13;6;0;1;0;0;0;15;75;15;12;3;1;6.7
743010;Bundesnaturschutzgesetz;Baden-Württemberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743010;Bundesnaturschutzgesetz;Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743010;Bundesnaturschutzgesetz;Berlin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743010;Bundesnaturschutzgesetz;Brandenburg;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
743010;Bundesnaturschutzgesetz;Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743010;Bundesnaturschutzgesetz;Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743010;Bundesnaturschutzgesetz;Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743010;Bundesnaturschutzgesetz;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743010;Bundesnaturschutzgesetz;Niedersachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743010;Bundesnaturschutzgesetz;Nordrhein-Westfalen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743010;Bundesnaturschutzgesetz;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743010;Bundesnaturschutzgesetz;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743010;Bundesnaturschutzgesetz;Sachsen;1;0;0;0;0;1;0;0;0;0;0;1;100;2;1;1;0;0
743010;Bundesnaturschutzgesetz;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743010;Bundesnaturschutzgesetz;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743010;Bundesnaturschutzgesetz;Thüringen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743010;Bundesnaturschutzgesetz;Bundesrepublik Deutschland;2;0;0;0;1;1;0;0;0;0;0;1;50;2;1;1;0;0
743020;Tierschutzgesetz;Baden-Württemberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743020;Tierschutzgesetz;Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743020;Tierschutzgesetz;Berlin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743020;Tierschutzgesetz;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743020;Tierschutzgesetz;Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743020;Tierschutzgesetz;Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743020;Tierschutzgesetz;Hessen;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
743020;Tierschutzgesetz;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743020;Tierschutzgesetz;Niedersachsen;10;0;0;0;5;5;0;0;0;0;0;8;80;10;8;2;1;10
743020;Tierschutzgesetz;Nordrhein-Westfalen;5;0;0;0;5;0;0;0;0;0;0;5;100;2;2;0;0;0
743020;Tierschutzgesetz;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743020;Tierschutzgesetz;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743020;Tierschutzgesetz;Sachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743020;Tierschutzgesetz;Sachsen-Anhalt;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
743020;Tierschutzgesetz;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743020;Tierschutzgesetz;Thüringen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743020;Tierschutzgesetz;Bundesrepublik Deutschland;17;0;0;0;11;5;0;1;0;0;0;13;76.5;12;10;2;1;8.3
743030;Bundesjagdgesetz;Baden-Württemberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743030;Bundesjagdgesetz;Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743030;Bundesjagdgesetz;Berlin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743030;Bundesjagdgesetz;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743030;Bundesjagdgesetz;Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743030;Bundesjagdgesetz;Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743030;Bundesjagdgesetz;Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743030;Bundesjagdgesetz;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743030;Bundesjagdgesetz;Niedersachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743030;Bundesjagdgesetz;Nordrhein-Westfalen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743030;Bundesjagdgesetz;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743030;Bundesjagdgesetz;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743030;Bundesjagdgesetz;Sachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743030;Bundesjagdgesetz;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743030;Bundesjagdgesetz;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743030;Bundesjagdgesetz;Thüringen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743030;Bundesjagdgesetz;Bundesrepublik Deutschland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743040;Pflanzenschutzgesetz;Baden-Württemberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743040;Pflanzenschutzgesetz;Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743040;Pflanzenschutzgesetz;Berlin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743040;Pflanzenschutzgesetz;Brandenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743040;Pflanzenschutzgesetz;Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743040;Pflanzenschutzgesetz;Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743040;Pflanzenschutzgesetz;Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743040;Pflanzenschutzgesetz;Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743040;Pflanzenschutzgesetz;Niedersachsen;1;0;0;0;1;0;0;0;0;0;0;1;100;1;1;0;0;0
743040;Pflanzenschutzgesetz;Nordrhein-Westfalen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743040;Pflanzenschutzgesetz;Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743040;Pflanzenschutzgesetz;Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743040;Pflanzenschutzgesetz;Sachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743040;Pflanzenschutzgesetz;Sachsen-Anhalt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743040;Pflanzenschutzgesetz;Schleswig-Holstein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743040;Pflanzenschutzgesetz;Thüringen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743040;Pflanzenschutzgesetz;Bundesrepublik Deutschland;1;0;0;0;1;0;0;0;0;0;0;1;100;1;1;0;0;0
744000;Straftaten nach dem Abfallverbringungsgesetz (AbfVerbrG);Baden-Württemberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
744000;Straftaten nach dem Abfallverbringungsgesetz (AbfVerbrG);Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
744000;Straftaten nach dem Abfallverbringungsgesetz (AbfVerbrG);Berlin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
744000;Straftaten nach dem Abfallverbringungsgesetz (AbfVerbrG);Brandenburg;1;0;0;0;1;0;0;0;0;0;0;1;100;1;1;0;0;0
744000;Straftaten nach dem Abfallverbringungsgesetz (AbfVerbrG);Bremen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
744000;Straftaten nach dem Abfallverbringungsgesetz (AbfVerbrG);Hamburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
744000;Straftaten nach dem Abfallverbringungsgesetz (AbfVerbrG);Hessen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
744000;Straftaten nach dem Abfallverbringungsgesetz (AbfVerbrG);Mecklenburg-Vorpommern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
744000;Straftaten nach dem Abfallverbringungsgesetz (AbfVerbrG);Niedersachsen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
744000;Straftaten nach dem Abfallverbringungsgesetz (AbfVerbrG);Nordrhein-Westfalen;2;0;0;0;0;0;1;1;0;0;0;2;100;3;3;0;1;33.3
744000;Straftaten nach dem Abfallverbringungsgesetz (AbfVerbrG);Rheinland-Pfalz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
744000;Straftaten nach dem Abfallverbringungsgesetz (AbfVerbrG);Saarland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
